Feature,Precision_Clase_0,Recall_Clase_0,F1_Clase_0,Precision_Clase_1,Recall_Clase_1,F1_Clase_1,Accuracy,AUC_ROC
-1.0cd8-1.0cd4-4.0cd11b_gr1,0.573533333,0.325666667,0.393888889,0.40942381,0.743333333,0.514268254,0.48747619,0.5345
-1.0cd8+1.0cd4-1.5cd11b_gr1,0.583614286,0.587666667,0.551633045,0.412195238,0.481333333,0.398653968,0.547428571,0.5345
-0.5cd8-0.5cd4-2.0cd11b_gr1,0.573533333,0.325666667,0.393888889,0.40942381,0.743333333,0.514268254,0.48747619,0.5345
+2.0cd8-5.0cd4+2.5cd11b_gr1,0.617319048,0.614333333,0.584781385,0.393242857,0.454666667,0.385509524,0.55247619,0.5345
-2.0cd8+2.0cd4-3.5cd11b_gr1,0.579438095,0.551833333,0.529015007,0.409695238,0.516666667,0.413542857,0.538714286,0.53425
-1.5cd8-3.0cd4-5.5cd11b_gr1,0.566533333,0.292833333,0.365849206,0.412928571,0.775666667,0.525996825,0.48047619,0.53425
-1.5cd8-2.5cd4-4.0cd11b_gr1,0.562133333,0.286833333,0.360068254,0.413728571,0.781666667,0.528339683,0.479142857,0.53425
-5.5cd8+4.0cd4-4.5cd11b_gr1,0.594542857,0.717333333,0.639149062,0.427047619,0.350666667,0.354811111,0.579666667,0.534
-4.5cd8+5.0cd4+4.5cd11b_gr1,0.550709524,0.235666667,0.31295772,0.399609524,0.832333333,0.532514286,0.465809524,0.534
-3.5cd8+3.0cd4-5.0cd11b_gr1,0.583271429,0.553333333,0.530924531,0.409061905,0.514666667,0.412573016,0.538857143,0.534
-3.5cd8+3.5cd4-5.0cd11b_gr1,0.583614286,0.587666667,0.551633045,0.411928571,0.480333333,0.398225397,0.547095238,0.534
-3.0cd8+2.5cd4+5.0cd11b_gr1,0.639033333,0.401666667,0.461165079,0.405647619,0.666333333,0.486474603,0.504,0.534
-2.5cd8+2.0cd4+4.0cd11b_gr1,0.639033333,0.401666667,0.461165079,0.405647619,0.666333333,0.486474603,0.504,0.534
-2.5cd8+2.5cd4-5.5cd11b_gr1,0.578604762,0.551333333,0.528581674,0.410495238,0.516666667,0.414042857,0.538238095,0.534
-2.0cd8+2.0cd4-4.5cd11b_gr1,0.578604762,0.551333333,0.528581674,0.410495238,0.516666667,0.414042857,0.538238095,0.534
+1.0cd8-1.0cd4+1.5cd11b_gr1,0.582947619,0.588666667,0.551804473,0.411528571,0.479333333,0.397453968,0.547428571,0.534
+2.0cd8-2.0cd4+3.0cd11b_gr1,0.582947619,0.588666667,0.551804473,0.411528571,0.479333333,0.397453968,0.547428571,0.534
+2.0cd8-2.0cd4+4.5cd11b_gr1,0.578604762,0.551333333,0.528581674,0.410495238,0.516666667,0.414042857,0.538238095,0.534
+2.5cd8-2.5cd4+5.5cd11b_gr1,0.578604762,0.551333333,0.528581674,0.410495238,0.516666667,0.414042857,0.538238095,0.534
+3.0cd8-3.0cd4+4.5cd11b_gr1,0.582947619,0.588666667,0.551804473,0.411528571,0.479333333,0.397453968,0.547428571,0.534
-4.5cd8+5.5cd4+5.0cd11b_gr1,0.54037619,0.229666667,0.305252958,0.399833333,0.837333333,0.533873016,0.464428571,0.5335
-4.0cd8+5.0cd4+4.5cd11b_gr1,0.54037619,0.229666667,0.305252958,0.399833333,0.837333333,0.533873016,0.464428571,0.5335
-3.5cd8+4.5cd4+4.0cd11b_gr1,0.54037619,0.229666667,0.305252958,0.399833333,0.837333333,0.533873016,0.464428571,0.5335
-3.0cd8+4.0cd4+3.5cd11b_gr1,0.54037619,0.229666667,0.305252958,0.399833333,0.837333333,0.533873016,0.464428571,0.5335
-1.0cd8+5.5cd4-4.0cd11b_gr1,0.606371429,0.657,0.595784993,0.360071429,0.41,0.345936508,0.564428571,0.5335
+3.5cd8-3.5cd4+5.0cd11b_gr1,0.582947619,0.588666667,0.551804473,0.411261905,0.478333333,0.397025397,0.547095238,0.5335
+3.5cd8-3.0cd4+4.0cd11b_gr1,0.577880952,0.582333333,0.547118759,0.420495238,0.484666667,0.404146032,0.545190476,0.5335
+4.0cd8-3.5cd4+4.5cd11b_gr1,0.577880952,0.582333333,0.547118759,0.420495238,0.484666667,0.404146032,0.545190476,0.5335
-4.0cd8+3.5cd4-4.5cd11b_gr1,0.577180952,0.581833333,0.546666378,0.420628571,0.484666667,0.404246032,0.544714286,0.53325
-3.5cd8+3.0cd4-4.5cd11b_gr1,0.582204762,0.556833333,0.532353102,0.406661905,0.509666667,0.409506349,0.539285714,0.53325
-3.5cd8+3.0cd4-4.0cd11b_gr1,0.577180952,0.581833333,0.546666378,0.420628571,0.484666667,0.404246032,0.544714286,0.53325
-1.5cd8+3.0cd4-1.0cd11b_gr1,0.594114286,0.5185,0.524213997,0.401757143,0.548,0.433488889,0.529857143,0.53325
+1.5cd8-3.0cd4+1.0cd11b_gr1,0.594114286,0.5185,0.524213997,0.401757143,0.548,0.433488889,0.529857143,0.53325
+3.0cd8-6.0cd4+2.0cd11b_gr1,0.594114286,0.5185,0.524213997,0.401757143,0.548,0.433488889,0.529857143,0.53325
+3.0cd8-2.5cd4+3.5cd11b_gr1,0.579238095,0.555833333,0.530938817,0.407295238,0.510666667,0.410069841,0.539285714,0.53325
-5.5cd8+2.5cd4+1.5cd11b_gr1,0.587238095,0.725333333,0.625551659,0.433633333,0.340666667,0.339844444,0.575666667,0.533
-5.0cd8+2.5cd4+1.5cd11b_gr1,0.587238095,0.725333333,0.625551659,0.433633333,0.340666667,0.339844444,0.575666667,0.533
-4.0cd8+3.5cd4-6.0cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-3.0cd8+3.0cd4-6.0cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-3.0cd8+3.0cd4-5.5cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-3.0cd8+3.0cd4-5.0cd11b_gr1,0.578771429,0.557333333,0.531776912,0.405095238,0.508666667,0.40797619,0.539333333,0.533
-2.5cd8+2.5cd4-5.0cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-2.5cd8+2.5cd4-4.5cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-2.0cd8+2.0cd4-4.0cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-1.5cd8+1.5cd4-3.0cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-1.5cd8+1.5cd4-2.5cd11b_gr1,0.578771429,0.557333333,0.531776912,0.405095238,0.508666667,0.40797619,0.539333333,0.533
-1.0cd8+1.0cd4-2.0cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-0.5cd8+0.5cd4-1.0cd11b_gr1,0.577938095,0.551333333,0.528181674,0.408495238,0.514666667,0.412042857,0.537571429,0.533
-0.5cd8+1.5cd4-5.0cd11b_gr1,0.628742857,0.398,0.454748196,0.386085714,0.668,0.471961905,0.502047619,0.533
+3.0cd8-2.5cd4+4.0cd11b_gr1,0.581695238,0.551666667,0.529409668,0.406128571,0.514333333,0.411606349,0.537857143,0.533
-4.0cd8-4.5cd4-3.0cd11b_gr1,0.474366667,0.149833333,0.219873016,0.394304762,0.915666667,0.546319048,0.444761905,0.53275
-3.0cd8+2.5cd4-4.0cd11b_gr1,0.581695238,0.549166667,0.528323954,0.407461905,0.516333333,0.413206349,0.536857143,0.53275
+1.5cd8-1.5cd4+2.5cd11b_gr1,0.578238095,0.558833333,0.532215007,0.404428571,0.506666667,0.40677619,0.539666667,0.53275
+3.0cd8-3.0cd4+5.0cd11b_gr1,0.578238095,0.558833333,0.532215007,0.404428571,0.506666667,0.40677619,0.539666667,0.53275
+3.0cd8-2.0cd4-4.5cd11b_gr1,0.63347619,0.4385,0.484862482,0.409190476,0.627,0.474090476,0.51252381,0.53275
-3.0cd8+2.5cd4-3.5cd11b_gr1,0.578904762,0.552333333,0.529253102,0.408628571,0.512666667,0.411669841,0.537619048,0.5325
+2.5cd8-3.0cd4-2.5cd11b_gr1,0.54137619,0.230666667,0.306224387,0.398666667,0.834333333,0.532087302,0.463619048,0.5325
+3.0cd8-3.5cd4-3.0cd11b_gr1,0.541709524,0.230666667,0.30635772,0.3987,0.834333333,0.532134921,0.463619048,0.5325
+3.5cd8-4.0cd4-3.5cd11b_gr1,0.541709524,0.230666667,0.30635772,0.3987,0.834333333,0.532134921,0.463619048,0.5325
+4.0cd8-4.5cd4-4.0cd11b_gr1,0.541709524,0.230666667,0.30635772,0.3987,0.834333333,0.532134921,0.463619048,0.5325
+5.0cd8-6.0cd4-5.0cd11b_gr1,0.54137619,0.230666667,0.306224387,0.398666667,0.834333333,0.532087302,0.463619048,0.5325
-6.0cd8+2.0cd4+1.0cd11b_gr1,0.589071429,0.728166667,0.628029437,0.4253,0.336333333,0.334820635,0.576095238,0.53225
-3.5cd8+2.5cd4-3.5cd11b_gr1,0.570314286,0.629166667,0.577785426,0.420847619,0.435333333,0.387911111,0.557428571,0.53225
-3.0cd8+1.0cd4+0.5cd11b_gr1,0.589071429,0.728166667,0.628029437,0.4253,0.336333333,0.334820635,0.576095238,0.53225
-3.0cd8+2.0cd4+4.5cd11b_gr1,0.632666667,0.4385,0.484950794,0.409057143,0.626,0.473747619,0.512238095,0.53225
-2.5cd8-1.0cd4-5.5cd11b_gr1,0.542,0.282166667,0.351468254,0.402528571,0.782333333,0.519938095,0.476571429,0.53225
+4.5cd8-1.5cd4-1.0cd11b_gr1,0.608314286,0.657833333,0.594000577,0.419733333,0.406666667,0.367615873,0.561952381,0.53225
-4.5cd8-3.0cd4-2.0cd11b_gr1,0.494433333,0.182333333,0.255365079,0.396995238,0.881666667,0.541465079,0.45152381,0.532
-4.0cd8+3.0cd4-4.5cd11b_gr1,0.578414286,0.628,0.579263203,0.419680952,0.436,0.387949206,0.557,0.532
+0.5cd8-1.5cd4+5.0cd11b_gr1,0.628142857,0.398,0.454414863,0.384085714,0.666,0.469961905,0.501380952,0.532
+3.5cd8-3.0cd4-6.0cd11b_gr1,0.629966667,0.434,0.480803175,0.410157143,0.63,0.475457143,0.510857143,0.532
-5.0cd8-4.0cd4-2.0cd11b_gr1,0.511733333,0.218166667,0.288665079,0.39407619,0.845333333,0.529869841,0.462095238,0.53175
-2.5cd8-2.0cd4-1.0cd11b_gr1,0.511733333,0.218166667,0.288665079,0.39407619,0.845333333,0.529869841,0.462095238,0.53175
+2.5cd8+1.0cd4+5.5cd11b_gr1,0.541666667,0.282166667,0.351373016,0.402028571,0.781333333,0.519271429,0.476238095,0.53175
+3.5cd8-3.0cd4+4.5cd11b_gr1,0.580904762,0.556833333,0.531757864,0.404995238,0.506666667,0.407306349,0.538285714,0.53175
-6.0cd8+2.5cd4+1.5cd11b_gr1,0.586371429,0.7225,0.623946898,0.432,0.34,0.33908254,0.573666667,0.53125
-6.0cd8+4.0cd4+4.0cd11b_gr1,0.632104762,0.501166667,0.49172482,0.295109524,0.561333333,0.375563492,0.522095238,0.53125
-5.5cd8-5.0cd4-3.5cd11b_gr1,0.4549,0.1425,0.209755556,0.396438095,0.92,0.549065079,0.441857143,0.53125
-5.0cd8-5.0cd4-3.5cd11b_gr1,0.4549,0.1425,0.209755556,0.396438095,0.92,0.549065079,0.441857143,0.53125
-5.0cd8+4.0cd4-6.0cd11b_gr1,0.577704762,0.549833333,0.527253102,0.408895238,0.512666667,0.411892063,0.535857143,0.53125
-4.5cd8+3.0cd4+3.0cd11b_gr1,0.632104762,0.501166667,0.49172482,0.295109524,0.561333333,0.375563492,0.522095238,0.53125
-3.0cd8+2.0cd4+2.0cd11b_gr1,0.632104762,0.501166667,0.49172482,0.295109524,0.561333333,0.375563492,0.522095238,0.53125
-2.5cd8+2.0cd4-3.0cd11b_gr1,0.577704762,0.549833333,0.527253102,0.408895238,0.512666667,0.411892063,0.535857143,0.53125
-1.5cd8+1.0cd4+1.0cd11b_gr1,0.632104762,0.501166667,0.49172482,0.295109524,0.561333333,0.375563492,0.522095238,0.53125
+5.5cd8-5.0cd4-0.5cd11b_gr1,0.612471429,0.6295,0.602738095,0.408266667,0.433,0.395320635,0.554952381,0.53125
-4.0cd8+4.5cd4+4.0cd11b_gr1,0.539709524,0.229666667,0.305024387,0.3977,0.832333333,0.530801587,0.462285714,0.531
-3.5cd8+4.0cd4+3.5cd11b_gr1,0.539709524,0.229666667,0.305024387,0.3977,0.832333333,0.530801587,0.462285714,0.531
-3.0cd8+3.5cd4+3.0cd11b_gr1,0.539709524,0.229666667,0.305024387,0.3977,0.832333333,0.530801587,0.462285714,0.531
-2.5cd8+3.0cd4+2.5cd11b_gr1,0.53937619,0.229666667,0.304891053,0.397666667,0.832333333,0.530753968,0.462285714,0.531
+1.5cd8-2.0cd4+5.5cd11b_gr1,0.628466667,0.433166667,0.46952785,0.357185714,0.628333333,0.437588889,0.506095238,0.53075
+2.5cd8-2.0cd4+3.0cd11b_gr1,0.577238095,0.550833333,0.52747215,0.407561905,0.510666667,0.410292063,0.535857143,0.53075
+5.0cd8+2.5cd4+2.0cd11b_gr1,0.514366667,0.1855,0.258733333,0.386704762,0.876,0.53135873,0.451809524,0.53075
-4.0cd8-3.0cd4-6.0cd11b_gr1,0.57577619,0.324333333,0.393159307,0.399671429,0.736666667,0.505938095,0.484761905,0.5305
-2.0cd8-1.5cd4-3.0cd11b_gr1,0.57577619,0.324333333,0.393159307,0.399671429,0.736666667,0.505938095,0.484761905,0.5305
-0.5cd8-3.0cd4+5.0cd11b_gr1,0.613957143,0.542,0.536859019,0.383571429,0.519,0.407766667,0.533190476,0.5305
+0.5cd8+3.0cd4-5.0cd11b_gr1,0.613957143,0.542,0.536859019,0.383571429,0.519,0.407766667,0.533190476,0.5305
+2.5cd8+2.5cd4+4.5cd11b_gr1,0.574709524,0.317666667,0.388110101,0.403404762,0.743333333,0.5109,0.483190476,0.5305
+3.0cd8+3.0cd4+5.5cd11b_gr1,0.574709524,0.317666667,0.388110101,0.403404762,0.743333333,0.5109,0.483190476,0.5305
-1.5cd8+2.0cd4-5.5cd11b_gr1,0.628066667,0.432166667,0.468861183,0.357185714,0.628333333,0.437588889,0.505428571,0.53025
+5.0cd8-5.5cd4-0.5cd11b_gr1,0.609804762,0.628833333,0.601861905,0.410266667,0.431666667,0.395763492,0.554238095,0.53025
+5.5cd8+5.0cd4+4.0cd11b_gr1,0.429566667,0.139166667,0.202726984,0.397328571,0.921333333,0.549863492,0.439904762,0.53025
-0.5cd8+0.5cd4-5.0cd11b_gr1,0.6054,0.405666667,0.45587619,0.398057143,0.654333333,0.476315873,0.504380952,0.53
-0.5cd8+0.5cd4-4.5cd11b_gr1,0.6054,0.405666667,0.45587619,0.398057143,0.654333333,0.476315873,0.504380952,0.53
+0.5cd8-0.5cd4+4.5cd11b_gr1,0.6054,0.405666667,0.45587619,0.398057143,0.654333333,0.476315873,0.504380952,0.53
+0.5cd8-0.5cd4+5.0cd11b_gr1,0.6054,0.405666667,0.45587619,0.398057143,0.654333333,0.476315873,0.504380952,0.53
+2.5cd8+1.0cd4+3.0cd11b_gr1,0.534533333,0.265,0.335644444,0.397095238,0.795,0.519414286,0.470857143,0.53
+3.5cd8+1.5cd4+4.5cd11b_gr1,0.534533333,0.265,0.335644444,0.397095238,0.795,0.519414286,0.470857143,0.53
+5.0cd8-3.5cd4+5.0cd11b_gr1,0.565980952,0.628333333,0.574848918,0.415714286,0.431666667,0.383611111,0.555904762,0.53
-4.0cd8+4.5cd4+0.5cd11b_gr1,0.608995238,0.622833333,0.598933478,0.4214,0.436666667,0.403230159,0.553190476,0.52975
+1.0cd8-5.0cd4+1.5cd11b_gr1,0.609561905,0.443166667,0.477116017,0.390804762,0.616333333,0.453447619,0.50847619,0.52975
+2.5cd8+1.0cd4+3.5cd11b_gr1,0.534533333,0.2645,0.335111111,0.396895238,0.795,0.51922381,0.47052381,0.52975
+5.5cd8-5.0cd4+3.0cd11b_gr1,0.56437619,0.684166667,0.596443579,0.400342857,0.375333333,0.33818254,0.565809524,0.52975
+3.5cd8+4.5cd4+3.0cd11b_gr1,0.4768,0.156333333,0.226884127,0.39522381,0.902666667,0.544536508,0.445285714,0.5295
+4.5cd8-2.5cd4-6.0cd11b_gr1,0.623442857,0.437666667,0.480367244,0.404557143,0.621333333,0.469049206,0.508666667,0.5295
+5.0cd8+2.5cd4+1.5cd11b_gr1,0.528966667,0.245333333,0.307025397,0.373514286,0.813666667,0.504238095,0.466047619,0.5295
+5.5cd8-2.5cd4-6.0cd11b_gr1,0.609638095,0.419,0.465015007,0.407857143,0.64,0.478204762,0.503761905,0.5295
-5.5cd8-3.0cd4-2.0cd11b_gr1,0.507,0.2095,0.278907937,0.388728571,0.849,0.526812698,0.456857143,0.52925
+3.5cd8-3.0cd4-2.5cd11b_gr1,0.642238095,0.3795,0.438675325,0.36207619,0.679,0.462763492,0.49552381,0.52925
+5.5cd8-1.5cd4-1.0cd11b_gr1,0.579557143,0.713166667,0.618616306,0.418133333,0.345333333,0.337292063,0.569761905,0.52925
-5.5cd8+1.5cd4+1.0cd11b_gr1,0.579357143,0.712666667,0.618282973,0.4178,0.345333333,0.33715873,0.56947619,0.529
-5.5cd8+2.0cd4+0.5cd11b_gr1,0.621842857,0.871,0.719421501,0.3504,0.187,0.234638095,0.609142857,0.529
-4.0cd8-2.5cd4-5.5cd11b_gr1,0.561066667,0.300333333,0.371261905,0.398895238,0.757666667,0.5111,0.477428571,0.529
-3.5cd8-2.0cd4-4.5cd11b_gr1,0.561066667,0.300333333,0.371261905,0.398895238,0.757666667,0.5111,0.477428571,0.529
-2.5cd8-1.5cd4-3.5cd11b_gr1,0.561066667,0.300333333,0.371261905,0.398895238,0.757666667,0.5111,0.477428571,0.529
-1.0cd8+4.5cd4+2.0cd11b_gr1,0.440966667,0.155666667,0.21787619,0.390357143,0.902333333,0.539192063,0.445142857,0.529
+5.5cd8-4.5cd4+5.0cd11b_gr1,0.6005,0.752666667,0.6562557,0.359580952,0.305333333,0.304280952,0.584857143,0.529
-5.5cd8+5.0cd4-3.0cd11b_gr1,0.560909524,0.680166667,0.592761039,0.399009524,0.377333333,0.338049206,0.563809524,0.52875
+2.0cd8+5.0cd4+2.5cd11b_gr1,0.495466667,0.2005,0.266919048,0.388380952,0.857,0.527807937,0.455714286,0.52875
-0.5cd8+3.5cd4+1.5cd11b_gr1,0.451533333,0.18,0.236734921,0.379666667,0.877,0.524190476,0.450714286,0.5285
-3.5cd8-2.5cd4-5.5cd11b_gr1,0.569966667,0.317833333,0.387066667,0.399604762,0.738666667,0.506357143,0.481142857,0.52825
-2.0cd8+2.0cd4+3.5cd11b_gr1,0.6298,0.396166667,0.454312698,0.399447619,0.660333333,0.480268254,0.498238095,0.52825
+1.5cd8+2.5cd4+5.0cd11b_gr1,0.5762,0.327166667,0.395061905,0.405390476,0.729333333,0.508339683,0.48547619,0.52825
-5.5cd8-0.5cd4-0.5cd11b_gr1,0.59242381,0.385,0.411906638,0.342885714,0.671,0.43677619,0.493571429,0.528
-3.0cd8-4.0cd4-6.0cd11b_gr1,0.5293,0.267,0.335349206,0.409166667,0.789,0.526057143,0.47,0.528
-2.5cd8-3.5cd4-5.0cd11b_gr1,0.5293,0.267,0.335349206,0.409166667,0.789,0.526057143,0.47,0.528
-1.5cd8-2.0cd4-3.0cd11b_gr1,0.5293,0.267,0.335349206,0.409166667,0.789,0.526057143,0.47,0.528
+5.5cd8-2.0cd4-0.5cd11b_gr1,0.619404762,0.864,0.714909668,0.3559,0.192,0.239371429,0.605857143,0.528
-5.0cd8-2.5cd4-1.5cd11b_gr1,0.526466667,0.2435,0.304830159,0.372447619,0.812,0.502871429,0.464428571,0.52775
-3.5cd8+2.0cd4+3.0cd11b_gr1,0.633161905,0.411833333,0.464369986,0.376247619,0.643666667,0.461533333,0.501285714,0.52775
+0.5cd8+1.5cd4+3.0cd11b_gr1,0.5765,0.315166667,0.383942857,0.404480952,0.740333333,0.510042857,0.481904762,0.52775
+1.0cd8+4.5cd4+1.5cd11b_gr1,0.529366667,0.240833333,0.3087,0.39102381,0.814666667,0.518374603,0.46552381,0.52775
+1.0cd8+5.0cd4+2.5cd11b_gr1,0.4931,0.197833333,0.261920635,0.383285714,0.857666667,0.523461905,0.456142857,0.52775
+3.5cd8-2.0cd4-3.0cd11b_gr1,0.633180952,0.411833333,0.464345743,0.376247619,0.643666667,0.461533333,0.501190476,0.52775
-5.0cd8+3.0cd4+5.0cd11b_gr1,0.623619048,0.392,0.449055123,0.381847619,0.663,0.472047619,0.496095238,0.5275
-4.0cd8+2.5cd4+4.0cd11b_gr1,0.623619048,0.392,0.449055123,0.381847619,0.663,0.472047619,0.496095238,0.5275
-2.5cd8+1.5cd4+2.5cd11b_gr1,0.623619048,0.392,0.449055123,0.381847619,0.663,0.472047619,0.496095238,0.5275
+1.5cd8-2.5cd4-4.0cd11b_gr1,0.621066667,0.382,0.442192063,0.396557143,0.673,0.48251746,0.494142857,0.5275
+2.0cd8-3.5cd4-5.5cd11b_gr1,0.621066667,0.382,0.442192063,0.396557143,0.673,0.48251746,0.494142857,0.5275
+2.5cd8-1.5cd4-2.5cd11b_gr1,0.623638095,0.392,0.44903088,0.381847619,0.663,0.472047619,0.496,0.5275
+4.0cd8-2.5cd4-4.0cd11b_gr1,0.623638095,0.392,0.44903088,0.381847619,0.663,0.472047619,0.496,0.5275
+5.0cd8-3.0cd4-5.0cd11b_gr1,0.623638095,0.392,0.44903088,0.381847619,0.663,0.472047619,0.496,0.5275
+5.5cd8-4.0cd4-3.5cd11b_gr1,0.6284,0.496333333,0.487689177,0.291842857,0.558666667,0.372530159,0.519,0.5275
-3.5cd8-2.5cd4-5.0cd11b_gr1,0.5693,0.317833333,0.386780952,0.398271429,0.736666667,0.504757143,0.48047619,0.52725
-1.0cd8-5.0cd4-1.5cd11b_gr1,0.541933333,0.304166667,0.359365079,0.398,0.750333333,0.500896825,0.47947619,0.52725
-6.0cd8+1.5cd4+1.0cd11b_gr1,0.581747619,0.712333333,0.61950303,0.414133333,0.341666667,0.334577778,0.56847619,0.527
-3.0cd8+3.0cd4+5.5cd11b_gr1,0.629366667,0.398666667,0.456650794,0.401814286,0.655333333,0.480244444,0.498142857,0.527
-2.5cd8+2.5cd4+4.5cd11b_gr1,0.629366667,0.398666667,0.456650794,0.401814286,0.655333333,0.480244444,0.498142857,0.527
+4.5cd8-3.5cd4+5.5cd11b_gr1,0.575695238,0.544166667,0.523762049,0.402161905,0.509333333,0.407925397,0.531095238,0.52675
-4.5cd8+3.5cd4-5.5cd11b_gr1,0.574895238,0.542166667,0.522365224,0.401495238,0.510333333,0.408192063,0.530095238,0.52625
-0.5cd8-3.0cd4-6.0cd11b_gr1,0.571333333,0.314166667,0.382209524,0.403980952,0.738333333,0.50905873,0.48052381,0.52625
-0.5cd8-2.5cd4-5.0cd11b_gr1,0.571333333,0.314166667,0.382209524,0.403980952,0.738333333,0.50905873,0.48052381,0.52625
-0.5cd8-2.0cd4-4.0cd11b_gr1,0.571333333,0.314166667,0.382209524,0.403980952,0.738333333,0.50905873,0.48052381,0.52625
+1.5cd8+2.0cd4+3.0cd11b_gr1,0.5258,0.264166667,0.332325397,0.407657143,0.788333333,0.524828571,0.468333333,0.52625
+2.5cd8-4.0cd4+5.5cd11b_gr1,0.574357143,0.602166667,0.55293925,0.356185714,0.450333333,0.358901587,0.543761905,0.52625
+2.5cd8+3.5cd4+5.0cd11b_gr1,0.5258,0.264166667,0.332325397,0.407657143,0.788333333,0.524828571,0.468333333,0.52625
+3.5cd8-1.0cd4-3.0cd11b_gr1,0.627585714,0.5575,0.553405195,0.37532381,0.495,0.402273016,0.530904762,0.52625
-1.5cd8+5.5cd4-2.5cd11b_gr1,0.603809524,0.570333333,0.550910967,0.385019048,0.481666667,0.390631746,0.530761905,0.526
+0.5cd8+5.0cd4+2.5cd11b_gr1,0.429033333,0.161333333,0.217387302,0.382204762,0.890666667,0.529365079,0.443952381,0.526
+2.5cd8+1.0cd4+4.5cd11b_gr1,0.527166667,0.267,0.335806349,0.395028571,0.785,0.514942857,0.468333333,0.526
+2.5cd8+1.0cd4+5.0cd11b_gr1,0.527166667,0.267,0.335806349,0.395028571,0.785,0.514942857,0.468333333,0.526
+3.5cd8-4.5cd4-4.5cd11b_gr1,0.571685714,0.293666667,0.360709091,0.386157143,0.758333333,0.500234921,0.470952381,0.526
+4.5cd8+3.5cd4+2.5cd11b_gr1,0.475966667,0.165,0.235174603,0.393980952,0.887,0.540130159,0.443190476,0.526
-5.5cd8+2.0cd4+3.0cd11b_gr1,0.608366667,0.606833333,0.555975613,0.306638095,0.444666667,0.332865079,0.545238095,0.52575
-3.5cd8-3.5cd4-6.0cd11b_gr1,0.5555,0.286166667,0.357979365,0.400785714,0.765333333,0.514465079,0.471904762,0.52575
-3.0cd8-3.0cd4-5.0cd11b_gr1,0.5555,0.286166667,0.357979365,0.400785714,0.765333333,0.514465079,0.471904762,0.52575
-2.0cd8-2.0cd4-3.5cd11b_gr1,0.5555,0.286166667,0.357979365,0.400785714,0.765333333,0.514465079,0.471904762,0.52575
-1.5cd8-1.5cd4-2.5cd11b_gr1,0.5555,0.286166667,0.357979365,0.400785714,0.765333333,0.514465079,0.471904762,0.52575
-1.0cd8-6.0cd4-2.0cd11b_gr1,0.527966667,0.237833333,0.306214286,0.389080952,0.813666667,0.516714286,0.462904762,0.52575
-0.5cd8-3.0cd4-1.0cd11b_gr1,0.527966667,0.237833333,0.306214286,0.389080952,0.813666667,0.516714286,0.462904762,0.52575
+1.0cd8+5.0cd4+1.5cd11b_gr1,0.5386,0.302166667,0.35704127,0.396866667,0.749333333,0.499796825,0.478285714,0.52575
+2.5cd8+3.0cd4+2.0cd11b_gr1,0.4757,0.1575,0.226787302,0.389595238,0.894,0.537771429,0.442285714,0.52575
+3.0cd8-4.0cd4+5.5cd11b_gr1,0.574157143,0.6015,0.552582107,0.355319048,0.45,0.358773016,0.543380952,0.52575
+3.0cd8-2.0cd4+3.5cd11b_gr1,0.571614286,0.6245,0.574015584,0.41122381,0.427,0.379877778,0.551619048,0.52575
+3.5cd8-4.0cd4-0.5cd11b_gr1,0.595661905,0.5915,0.577144589,0.427366667,0.46,0.416139683,0.542428571,0.52575
+4.0cd8-2.5cd4+4.5cd11b_gr1,0.571614286,0.6245,0.574015584,0.41122381,0.427,0.379877778,0.551619048,0.52575
+5.5cd8-2.0cd4-3.0cd11b_gr1,0.608366667,0.606833333,0.555975613,0.306638095,0.444666667,0.332865079,0.545238095,0.52575
-6.0cd8+5.5cd4+0.5cd11b_gr1,0.609871429,0.63,0.601833333,0.4008,0.421,0.386177778,0.551285714,0.5255
-5.5cd8+2.5cd4+1.0cd11b_gr1,0.594371429,0.786333333,0.665873882,0.413790476,0.264666667,0.297133333,0.58747619,0.5255
-5.5cd8+5.0cd4+0.5cd11b_gr1,0.609871429,0.63,0.601833333,0.4008,0.421,0.386177778,0.551285714,0.5255
-3.0cd8-2.0cd4-4.5cd11b_gr1,0.566966667,0.318333333,0.386419048,0.396271429,0.732666667,0.502114286,0.479238095,0.5255
-2.5cd8-5.5cd4-2.0cd11b_gr1,0.535366667,0.254666667,0.322742857,0.3855,0.796333333,0.510874603,0.466238095,0.5255
-2.5cd8+5.5cd4-1.0cd11b_gr1,0.58737619,0.329666667,0.386510101,0.378852381,0.721333333,0.479509524,0.480238095,0.5255
