Feature,Precision_Clase_0,Recall_Clase_0,F1_Clase_0,Precision_Clase_1,Recall_Clase_1,F1_Clase_1,Accuracy,AUC_ROC
+2.5cd8-3.0cd4+5.5cd11b_gr1,0.583571429,0.558833333,0.533653102,0.409319048,0.52,0.414214286,0.545047619,0.539416667
-5.0cd8+1.0cd4+0.5cd11b_gr1,0.627338095,0.688666667,0.627066667,0.427533333,0.39,0.36925873,0.574238095,0.539333333
-5.0cd8+2.5cd4-3.5cd11b_gr1,0.576204762,0.673333333,0.609459452,0.451109524,0.405333333,0.3898,0.574142857,0.539333333
-4.0cd8-2.0cd4-6.0cd11b_gr1,0.563866667,0.3,0.372131746,0.405147619,0.778666667,0.521296825,0.485238095,0.539333333
-3.0cd8-1.5cd4-4.5cd11b_gr1,0.563866667,0.3,0.372131746,0.405147619,0.778666667,0.521296825,0.485238095,0.539333333
-2.0cd8-1.0cd4-3.0cd11b_gr1,0.563866667,0.3,0.372131746,0.405147619,0.778666667,0.521296825,0.485238095,0.539333333
-1.0cd8-0.5cd4-1.5cd11b_gr1,0.563866667,0.3,0.372131746,0.405147619,0.778666667,0.521296825,0.485238095,0.539333333
+5.5cd8+5.0cd4+3.5cd11b_gr1,0.4809,0.154,0.225555556,0.402704762,0.924666667,0.556055556,0.451095238,0.539333333
+0.5cd8-4.0cd4+3.5cd11b_gr1,0.612052381,0.622,0.57512987,0.390604762,0.456333333,0.378126984,0.557095238,0.539166667
+1.0cd8+2.5cd4+5.0cd11b_gr1,0.5926,0.333666667,0.404619048,0.414557143,0.744666667,0.519387302,0.495142857,0.539166667
+5.0cd8-4.5cd4-5.0cd11b_gr1,0.634328571,0.334333333,0.411143001,0.396895238,0.744,0.507904762,0.491380952,0.539166667
+5.5cd8-5.0cd4-5.5cd11b_gr1,0.634328571,0.334333333,0.411143001,0.396895238,0.744,0.507904762,0.491380952,0.539166667
+1.5cd8-2.0cd4-4.5cd11b_gr1,0.6254,0.459333333,0.500250794,0.425709524,0.619,0.481066667,0.522047619,0.539166667
+2.0cd8-2.5cd4-5.5cd11b_gr1,0.6254,0.459333333,0.500250794,0.425709524,0.619,0.481066667,0.522047619,0.539166667
-4.5cd8+4.0cd4+4.5cd11b_gr1,0.635461905,0.337833333,0.413343001,0.394728571,0.740333333,0.505261905,0.491952381,0.539083333
-3.5cd8-2.5cd4-1.5cd11b_gr1,0.523966667,0.2075,0.277631746,0.386828571,0.870666667,0.530257143,0.463095238,0.539083333
-1.0cd8+1.0cd4-5.0cd11b_gr1,0.64917619,0.4095,0.469962482,0.387957143,0.668666667,0.476715873,0.510428571,0.539083333
-0.5cd8+0.5cd4-2.5cd11b_gr1,0.64917619,0.4095,0.469962482,0.387957143,0.668666667,0.476715873,0.510428571,0.539083333
+0.5cd8-0.5cd4+2.5cd11b_gr1,0.64917619,0.4095,0.469962482,0.387957143,0.668666667,0.476715873,0.510428571,0.539083333
+1.0cd8-1.0cd4+5.0cd11b_gr1,0.64917619,0.4095,0.469962482,0.387957143,0.668666667,0.476715873,0.510428571,0.539083333
+4.5cd8-4.0cd4-4.5cd11b_gr1,0.635461905,0.337833333,0.413343001,0.394728571,0.740333333,0.505261905,0.491952381,0.539083333
+5.0cd8-2.5cd4-1.0cd11b_gr1,0.616461905,0.831833333,0.700774892,0.429966667,0.246333333,0.296961905,0.607333333,0.539083333
+0.5cd8-5.0cd4+0.5cd11b_gr1,0.588333333,0.3925,0.437619048,0.414095238,0.685666667,0.491430159,0.50652381,0.539083333
+0.5cd8-4.5cd4+0.5cd11b_gr1,0.588333333,0.3925,0.437619048,0.414095238,0.685666667,0.491430159,0.50652381,0.539083333
+0.5cd8-2.0cd4+5.5cd11b_gr1,0.633861905,0.486166667,0.503433478,0.376585714,0.592,0.429625397,0.526095238,0.539083333
+1.0cd8-4.5cd4+2.5cd11b_gr1,0.641519048,0.512166667,0.53045671,0.402542857,0.565666667,0.43901746,0.532952381,0.538916667
+2.5cd8+3.0cd4+5.5cd11b_gr1,0.579633333,0.309166667,0.383550794,0.412238095,0.768666667,0.5246,0.487380952,0.538916667
+1.0cd8-3.5cd4-1.5cd11b_gr1,0.439633333,0.144,0.209409524,0.400985714,0.933666667,0.556003175,0.449904762,0.538833333
+1.5cd8-5.5cd4-2.5cd11b_gr1,0.439633333,0.144,0.209409524,0.400985714,0.933666667,0.556003175,0.449904762,0.538833333
+1.5cd8-4.5cd4-2.0cd11b_gr1,0.439633333,0.144,0.209409524,0.400985714,0.933666667,0.556003175,0.449904762,0.538833333
+2.0cd8-5.5cd4-2.5cd11b_gr1,0.439633333,0.144,0.209409524,0.400985714,0.933666667,0.556003175,0.449904762,0.538833333
+0.5cd8+2.0cd4+4.5cd11b_gr1,0.590933333,0.333666667,0.404247619,0.414390476,0.744,0.519038095,0.494857143,0.538833333
+0.5cd8+2.5cd4+5.5cd11b_gr1,0.590933333,0.333666667,0.404247619,0.414390476,0.744,0.519038095,0.494857143,0.538833333
+4.0cd8-1.5cd4-0.5cd11b_gr1,0.615828571,0.83,0.699593939,0.428466667,0.247666667,0.296828571,0.606428571,0.538833333
+5.0cd8-1.0cd4-0.5cd11b_gr1,0.631004762,0.679666667,0.622942857,0.4164,0.397666667,0.367668254,0.570428571,0.538666667
+5.0cd8+5.0cd4+3.5cd11b_gr1,0.4809,0.154,0.225555556,0.40232381,0.923333333,0.555433333,0.45052381,0.538666667
+3.0cd8+2.5cd4+2.0cd11b_gr1,0.505566667,0.168666667,0.243092063,0.399714286,0.908666667,0.549944444,0.453238095,0.538666667
+4.0cd8-1.5cd4-1.0cd11b_gr1,0.621290476,0.6735,0.608069408,0.4244,0.403666667,0.368769841,0.570380952,0.538583333
-0.5cd8+2.0cd4-5.5cd11b_gr1,0.633528571,0.485166667,0.502833478,0.376585714,0.592,0.429625397,0.525428571,0.538583333
+2.0cd8+3.0cd4+1.5cd11b_gr1,0.5131,0.198833333,0.272211111,0.406195238,0.878333333,0.547222222,0.462428571,0.538583333
+2.5cd8+4.0cd4+2.0cd11b_gr1,0.5131,0.198833333,0.272211111,0.405861905,0.878333333,0.546888889,0.462095238,0.538583333
+3.0cd8+5.0cd4+2.5cd11b_gr1,0.5131,0.198833333,0.272211111,0.405861905,0.878333333,0.546888889,0.462095238,0.538583333
+5.0cd8-1.5cd4-1.0cd11b_gr1,0.605109524,0.670166667,0.598515007,0.418833333,0.407,0.365933333,0.569952381,0.538583333
+0.5cd8+5.0cd4-6.0cd11b_gr1,0.618552381,0.675833333,0.610885426,0.361380952,0.401,0.343520635,0.571714286,0.538416667
-0.5cd8-6.0cd4+4.0cd11b_gr1,0.62642381,0.649833333,0.600313853,0.373471429,0.427,0.36231746,0.56552381,0.538416667
+2.5cd8-2.5cd4-2.0cd11b_gr1,0.63152381,0.319333333,0.393917749,0.388590476,0.757333333,0.505150794,0.489095238,0.538333333
+2.5cd8+2.0cd4+4.0cd11b_gr1,0.581742857,0.324333333,0.395641847,0.410804762,0.752333333,0.5189,0.490857143,0.538333333
+3.0cd8+2.5cd4+5.0cd11b_gr1,0.581742857,0.324333333,0.395641847,0.410804762,0.752333333,0.5189,0.490857143,0.538333333
+5.0cd8-5.0cd4-4.0cd11b_gr1,0.63152381,0.319333333,0.393917749,0.388590476,0.757333333,0.505150794,0.489095238,0.538333333
+5.0cd8-2.5cd4+3.5cd11b_gr1,0.574704762,0.676333333,0.611026118,0.448509524,0.400333333,0.386514286,0.57447619,0.538333333
-4.5cd8+4.0cd4-5.5cd11b_gr1,0.585014286,0.587666667,0.553033045,0.423595238,0.488666667,0.40768254,0.550095238,0.538166667
+1.0cd8-5.0cd4-0.5cd11b_gr1,0.590766667,0.349,0.40685873,0.415038095,0.727333333,0.506615873,0.496428571,0.538166667
+1.0cd8+4.5cd4-3.0cd11b_gr1,0.628880952,0.629333333,0.59248153,0.38762381,0.447,0.377952381,0.559190476,0.538166667
+3.5cd8-1.0cd4-0.5cd11b_gr1,0.594847619,0.737666667,0.635333189,0.4301,0.338666667,0.337611111,0.583047619,0.538166667
-6.0cd8+3.0cd4-5.0cd11b_gr1,0.594657143,0.694833333,0.628620924,0.439657143,0.381333333,0.377485714,0.577095238,0.538083333
-5.0cd8-4.0cd4-2.5cd11b_gr1,0.491233333,0.178166667,0.25201746,0.404995238,0.898,0.552036508,0.455047619,0.538083333
-3.0cd8+1.5cd4-2.5cd11b_gr1,0.594657143,0.694833333,0.628620924,0.439657143,0.381333333,0.377485714,0.577095238,0.538083333
-6.0cd8-5.0cd4-4.0cd11b_gr1,0.505433333,0.170166667,0.244507937,0.398871429,0.906,0.54867619,0.453666667,0.538083333
-5.0cd8+1.5cd4+1.0cd11b_gr1,0.604442857,0.669166667,0.597562626,0.418433333,0.407,0.365647619,0.569380952,0.538083333
-4.0cd8-4.5cd4-2.5cd11b_gr1,0.516166667,0.194833333,0.269850794,0.400352381,0.881333333,0.544292063,0.460190476,0.538083333
-3.0cd8-2.5cd4-2.0cd11b_gr1,0.505433333,0.170166667,0.244507937,0.398871429,0.906,0.54867619,0.453666667,0.538083333
-1.5cd8-1.0cd4-5.0cd11b_gr1,0.579066667,0.322166667,0.393285714,0.409671429,0.754,0.518512698,0.489809524,0.538083333
+0.5cd8-2.5cd4-6.0cd11b_gr1,0.6272,0.3535,0.427233333,0.410466667,0.722666667,0.51038254,0.496666667,0.538083333
+0.5cd8-2.0cd4-5.0cd11b_gr1,0.6272,0.3535,0.427233333,0.410466667,0.722666667,0.51038254,0.496666667,0.538083333
+1.5cd8+1.0cd4+5.0cd11b_gr1,0.579066667,0.322166667,0.393285714,0.409671429,0.754,0.518512698,0.489809524,0.538083333
+5.5cd8+4.5cd4+3.5cd11b_gr1,0.504866667,0.169833333,0.243880952,0.398414286,0.906,0.548206349,0.452809524,0.537916667
-0.5cd8+4.5cd4-4.0cd11b_gr1,0.611309524,0.623,0.576783261,0.390647619,0.452666667,0.377198413,0.556285714,0.537833333
-5.5cd8-2.5cd4-1.5cd11b_gr1,0.533909524,0.282,0.336235498,0.391209524,0.793333333,0.509466667,0.482809524,0.537666667
-5.5cd8+5.0cd4+5.5cd11b_gr1,0.632328571,0.333333333,0.409809668,0.395895238,0.742,0.506571429,0.490047619,0.537666667
-5.0cd8+4.5cd4-6.0cd11b_gr1,0.583014286,0.586666667,0.551699711,0.423328571,0.488666667,0.407460317,0.54952381,0.537666667
-5.0cd8+4.5cd4+5.0cd11b_gr1,0.632328571,0.333333333,0.409809668,0.395895238,0.742,0.506571429,0.490047619,0.537666667
-3.5cd8-3.0cd4-6.0cd11b_gr1,0.580409524,0.324333333,0.395413276,0.410304762,0.751,0.518138095,0.490285714,0.537666667
-3.0cd8-2.5cd4-5.0cd11b_gr1,0.580409524,0.324333333,0.395413276,0.410304762,0.751,0.518138095,0.490285714,0.537666667
-2.5cd8-2.0cd4-4.0cd11b_gr1,0.580409524,0.324333333,0.395413276,0.410304762,0.751,0.518138095,0.490285714,0.537666667
-0.5cd8-3.5cd4+4.0cd11b_gr1,0.621090476,0.653333333,0.601458297,0.368238095,0.422,0.358431746,0.564952381,0.537666667
+0.5cd8+4.5cd4-6.0cd11b_gr1,0.61762381,0.679333333,0.611508369,0.355180952,0.396,0.33808254,0.572333333,0.537666667
+4.5cd8-4.0cd4+5.5cd11b_gr1,0.584547619,0.588666667,0.553252092,0.422261905,0.486666667,0.40608254,0.550095238,0.537666667
+4.5cd8+5.0cd4+3.5cd11b_gr1,0.497566667,0.160666667,0.234466667,0.3992,0.914666667,0.550765079,0.451619048,0.537666667
-2.0cd8+2.5cd4-4.0cd11b_gr1,0.583404762,0.583,0.548980087,0.412985714,0.492333333,0.403695238,0.549,0.537666667
-1.5cd8+1.0cd4-6.0cd11b_gr1,0.645742857,0.407,0.467491053,0.385404762,0.668333333,0.474928571,0.508714286,0.537666667
-6.0cd8+3.0cd4-4.0cd11b_gr1,0.574171429,0.672833333,0.608222944,0.44667619,0.402333333,0.386438095,0.572809524,0.537583333
-3.0cd8+1.5cd4-2.0cd11b_gr1,0.574171429,0.672833333,0.608222944,0.44667619,0.402333333,0.386438095,0.572809524,0.537583333
+1.0cd8+5.0cd4-5.5cd11b_gr1,0.619661905,0.679833333,0.615278066,0.362938095,0.395,0.343346032,0.570761905,0.537416667
-1.0cd8-2.5cd4-5.0cd11b_gr1,0.587266667,0.332666667,0.402790476,0.413390476,0.742,0.517736508,0.493428571,0.537333333
+0.5cd8-4.5cd4+4.0cd11b_gr1,0.610809524,0.622,0.575949928,0.390114286,0.452666667,0.376865079,0.555714286,0.537333333
+3.0cd8-1.5cd4+2.5cd11b_gr1,0.594014286,0.699333333,0.630882251,0.437190476,0.375333333,0.37347619,0.578142857,0.537333333
+4.5cd8-1.5cd4-0.5cd11b_gr1,0.602428571,0.799666667,0.675644733,0.422547619,0.275,0.305709524,0.599857143,0.537333333
+5.5cd8+4.0cd4+2.0cd11b_gr1,0.5275,0.224,0.295453968,0.392238095,0.850666667,0.530422222,0.469095238,0.537333333
-5.5cd8-4.5cd4-3.5cd11b_gr1,0.504733333,0.171333333,0.245296825,0.397571429,0.903333333,0.546938095,0.453238095,0.537333333
-0.5cd8-4.5cd4+3.0cd11b_gr1,0.6255,0.666,0.606550938,0.365171429,0.408333333,0.347669841,0.568857143,0.537166667
+5.5cd8+2.5cd4+1.5cd11b_gr1,0.533909524,0.277333333,0.333302165,0.388209524,0.797,0.509585714,0.480761905,0.537166667
-0.5cd8+2.0cd4+5.0cd11b_gr1,0.628533333,0.354,0.427747619,0.4091,0.720333333,0.508719048,0.496380952,0.537166667
+2.0cd8-2.5cd4+4.0cd11b_gr1,0.582738095,0.584,0.549151515,0.412319048,0.490333333,0.402495238,0.549,0.537166667
+0.5cd8+3.5cd4-4.0cd11b_gr1,0.620542857,0.654833333,0.601724531,0.365904762,0.419333333,0.355955556,0.564666667,0.537083333
-1.5cd8+1.0cd4-5.5cd11b_gr1,0.645042857,0.404166667,0.464695815,0.383228571,0.669666667,0.47357619,0.50747619,0.536916667
+1.5cd8-1.0cd4+5.5cd11b_gr1,0.645042857,0.404166667,0.464695815,0.383228571,0.669666667,0.47357619,0.50747619,0.536916667
-2.0cd8+2.5cd4+5.5cd11b_gr1,0.620733333,0.458833333,0.498993651,0.424509524,0.615,0.479152381,0.520380952,0.536916667
-1.5cd8+2.0cd4+4.5cd11b_gr1,0.620733333,0.458833333,0.498993651,0.424509524,0.615,0.479152381,0.520380952,0.536916667
-5.0cd8+5.0cd4+4.0cd11b_gr1,0.62952381,0.318333333,0.392584416,0.387590476,0.755333333,0.50381746,0.487761905,0.536833333
-4.5cd8-2.0cd4-5.5cd11b_gr1,0.5493,0.27,0.343534921,0.404604762,0.803666667,0.527804762,0.476809524,0.536833333
-2.5cd8+2.5cd4+2.0cd11b_gr1,0.62952381,0.318333333,0.392584416,0.387590476,0.755333333,0.50381746,0.487761905,0.536833333
-1.0cd8-5.0cd4+5.5cd11b_gr1,0.619185714,0.677333333,0.613775902,0.363071429,0.396333333,0.343965079,0.569904762,0.536833333
-1.0cd8+1.5cd4+4.0cd11b_gr1,0.618933333,0.436333333,0.482779365,0.423519048,0.637333333,0.485720635,0.515380952,0.536833333
+0.5cd8+1.0cd4-6.0cd11b_gr1,0.63787619,0.443666667,0.490624387,0.401214286,0.63,0.470346032,0.517428571,0.536833333
+1.5cd8+1.0cd4+4.0cd11b_gr1,0.577733333,0.321666667,0.39252381,0.408671429,0.752,0.517179365,0.488809524,0.536833333
+1.5cd8+1.0cd4+4.5cd11b_gr1,0.577733333,0.321666667,0.39252381,0.408671429,0.752,0.517179365,0.488809524,0.536833333
+5.5cd8+3.0cd4+2.5cd11b_gr1,0.4974,0.169,0.241144444,0.3943,0.904666667,0.544336508,0.452238095,0.536833333
-4.5cd8+1.5cd4+0.5cd11b_gr1,0.6022,0.801666667,0.676396248,0.419714286,0.271666667,0.302509524,0.6,0.536666667
-4.0cd8-3.0cd4-1.5cd11b_gr1,0.5217,0.22,0.290196825,0.390204762,0.853333333,0.529093651,0.467666667,0.536666667
+3.0cd8-1.5cd4+2.0cd11b_gr1,0.572671429,0.675833333,0.60978961,0.44407619,0.397333333,0.383152381,0.573142857,0.536583333
+1.0cd8-1.5cd4+4.0cd11b_gr1,0.626595238,0.499,0.508535065,0.376152381,0.573666667,0.421736508,0.526857143,0.536333333
-6.0cd8+0.5cd4+3.0cd11b_gr1,0.631642857,0.671333333,0.616857864,0.371333333,0.401333333,0.351963492,0.566571429,0.536333333
-0.5cd8-1.0cd4+5.5cd11b_gr1,0.637609524,0.443666667,0.490446609,0.399214286,0.629,0.469012698,0.517095238,0.536333333
+0.5cd8+1.0cd4-5.5cd11b_gr1,0.637609524,0.443666667,0.490446609,0.399214286,0.629,0.469012698,0.517095238,0.536333333
+4.0cd8+2.5cd4+2.0cd11b_gr1,0.429333333,0.128333333,0.191842857,0.39727619,0.944,0.555280952,0.443285714,0.536166667
-2.0cd8-1.5cd4-6.0cd11b_gr1,0.5764,0.321666667,0.392295238,0.408171429,0.750666667,0.51641746,0.488238095,0.536166667
-1.5cd8-1.0cd4-4.5cd11b_gr1,0.5764,0.321666667,0.392295238,0.408171429,0.750666667,0.51641746,0.488238095,0.536166667
-1.5cd8-1.0cd4-4.0cd11b_gr1,0.5764,0.321666667,0.392295238,0.408171429,0.750666667,0.51641746,0.488238095,0.536166667
-2.0cd8-2.5cd4-5.0cd11b_gr1,0.583142857,0.330833333,0.399883117,0.410190476,0.741333333,0.514525397,0.490333333,0.536083333
-1.5cd8-2.0cd4-4.0cd11b_gr1,0.583142857,0.330833333,0.399883117,0.410190476,0.741333333,0.514525397,0.490333333,0.536083333
-1.0cd8+2.0cd4-5.0cd11b_gr1,0.626461905,0.4985,0.508268398,0.376152381,0.573666667,0.421736508,0.52652381,0.536083333
-0.5cd8+1.0cd4-2.5cd11b_gr1,0.626461905,0.4985,0.508268398,0.376152381,0.573666667,0.421736508,0.52652381,0.536083333
-1.0cd8-6.0cd4+4.0cd11b_gr1,0.622338095,0.645833333,0.596793651,0.381780952,0.426,0.363914286,0.562285714,0.535916667
-0.5cd8-3.0cd4+2.0cd11b_gr1,0.622338095,0.645833333,0.596793651,0.381780952,0.426,0.363914286,0.562285714,0.535916667
+1.0cd8+2.0cd4+3.5cd11b_gr1,0.566466667,0.2875,0.361420635,0.414695238,0.784333333,0.529911111,0.480857143,0.535916667
-1.5cd8+4.5cd4-3.0cd11b_gr1,0.597966667,0.720166667,0.633089899,0.378547619,0.351666667,0.328553968,0.581095238,0.535916667
-1.0cd8+3.0cd4-2.0cd11b_gr1,0.597966667,0.720166667,0.633089899,0.378547619,0.351666667,0.328553968,0.581095238,0.535916667
-0.5cd8+1.5cd4-1.0cd11b_gr1,0.597966667,0.720166667,0.633089899,0.378547619,0.351666667,0.328553968,0.581095238,0.535916667
-1.5cd8+3.0cd4-5.5cd11b_gr1,0.583490476,0.593333333,0.553547908,0.405328571,0.478333333,0.392361905,0.548714286,0.535833333
-1.0cd8+1.5cd4-4.0cd11b_gr1,0.626261905,0.498,0.507935065,0.376152381,0.573666667,0.421736508,0.526190476,0.535833333
+2.0cd8+2.5cd4+4.0cd11b_gr1,0.568133333,0.294,0.366790476,0.413252381,0.777666667,0.526357143,0.481761905,0.535833333
-3.5cd8-2.0cd4-6.0cd11b_gr1,0.568966667,0.316666667,0.386028571,0.402690476,0.755,0.51288254,0.486666667,0.535833333
-3.0cd8-2.0cd4-5.5cd11b_gr1,0.568966667,0.316666667,0.386028571,0.402690476,0.755,0.51288254,0.486666667,0.535833333
-2.5cd8-1.5cd4-4.5cd11b_gr1,0.568966667,0.316666667,0.386028571,0.402690476,0.755,0.51288254,0.486666667,0.535833333
+0.5cd8-1.5cd4+1.0cd11b_gr1,0.597680952,0.717666667,0.631895094,0.380047619,0.353666667,0.330268254,0.58052381,0.535666667
+1.0cd8-3.0cd4+2.0cd11b_gr1,0.597680952,0.717666667,0.631895094,0.380047619,0.353666667,0.330268254,0.58052381,0.535666667
+1.5cd8-4.5cd4+3.0cd11b_gr1,0.597680952,0.717666667,0.631895094,0.380047619,0.353666667,0.330268254,0.58052381,0.535666667
+2.0cd8-6.0cd4+4.0cd11b_gr1,0.597680952,0.717666667,0.631895094,0.380047619,0.353666667,0.330268254,0.58052381,0.535666667
-2.0cd8-0.5cd4-6.0cd11b_gr1,0.6084,0.342166667,0.413984127,0.402057143,0.729,0.505615873,0.491904762,0.535583333
-2.0cd8-0.5cd4-5.5cd11b_gr1,0.6084,0.342166667,0.413984127,0.402057143,0.729,0.505615873,0.491904762,0.535583333
-2.0cd8-0.5cd4-5.0cd11b_gr1,0.6084,0.342166667,0.413984127,0.402057143,0.729,0.505615873,0.491904762,0.535583333
+2.0cd8+0.5cd4+5.0cd11b_gr1,0.6084,0.342166667,0.413984127,0.402057143,0.729,0.505615873,0.491904762,0.535583333
+2.0cd8+0.5cd4+5.5cd11b_gr1,0.6084,0.342166667,0.413984127,0.402057143,0.729,0.505615873,0.491904762,0.535583333
+1.0cd8+2.5cd4+4.5cd11b_gr1,0.5697,0.2915,0.365239683,0.414161905,0.779666667,0.528092063,0.481571429,0.535583333
-6.0cd8+3.5cd4+4.5cd11b_gr1,0.652257143,0.3875,0.449660606,0.375828571,0.683333333,0.47317619,0.501142857,0.535416667
+0.5cd8+3.0cd4-3.5cd11b_gr1,0.619628571,0.654833333,0.601078066,0.357904762,0.416,0.351288889,0.563428571,0.535416667
-2.0cd8-2.5cd4-4.0cd11b_gr1,0.5688,0.2945,0.367361905,0.412895238,0.776333333,0.525728571,0.48147619,0.535416667
+1.0cd8-4.0cd4-1.5cd11b_gr1,0.438833333,0.141833333,0.207638095,0.399571429,0.929,0.553436508,0.445857143,0.535416667
-0.5cd8-4.0cd4+4.5cd11b_gr1,0.619785714,0.653333333,0.600499711,0.356238095,0.417333333,0.351765079,0.563095238,0.535333333
-4.5cd8-2.0cd4-6.0cd11b_gr1,0.5383,0.265,0.337344444,0.403761905,0.805666667,0.527519048,0.474285714,0.535333333
-0.5cd8+3.5cd4-2.5cd11b_gr1,0.607971429,0.657,0.596499278,0.362738095,0.413666667,0.349003175,0.565761905,0.535333333
-0.5cd8+5.0cd4-3.5cd11b_gr1,0.607971429,0.657,0.596499278,0.362738095,0.413666667,0.349003175,0.565761905,0.535333333
+1.0cd8+0.5cd4+2.5cd11b_gr1,0.575533333,0.318666667,0.389993651,0.408238095,0.752,0.51681746,0.486857143,0.535333333
+2.0cd8+1.0cd4+5.0cd11b_gr1,0.575533333,0.318666667,0.389993651,0.408238095,0.752,0.51681746,0.486857143,0.535333333
+4.5cd8-6.0cd4-5.0cd11b_gr1,0.543042857,0.231333333,0.307252958,0.401,0.839333333,0.535301587,0.466095238,0.535333333
-5.5cd8+3.5cd4-3.5cd11b_gr1,0.530271429,0.6325,0.555226118,0.41757619,0.437333333,0.368747619,0.559428571,0.534916667
-4.0cd8+2.5cd4-2.5cd11b_gr1,0.530271429,0.6325,0.555226118,0.41757619,0.437333333,0.368747619,0.559428571,0.534916667
-1.0cd8-2.0cd4-3.5cd11b_gr1,0.563466667,0.288833333,0.362125397,0.414128571,0.781,0.52848254,0.480095238,0.534916667
+0.5cd8+3.5cd4-2.0cd11b_gr1,0.622480952,0.6315,0.589960173,0.374147619,0.438333333,0.369050794,0.557904762,0.534916667
+0.5cd8-2.0cd4+1.5cd11b_gr1,0.608419048,0.661,0.59902987,0.366338095,0.408333333,0.348131746,0.565904762,0.534666667
+1.0cd8-4.0cd4+3.0cd11b_gr1,0.608419048,0.661,0.59902987,0.366338095,0.408333333,0.348131746,0.565904762,0.534666667
+1.5cd8-6.0cd4+4.5cd11b_gr1,0.608419048,0.661,0.59902987,0.366338095,0.408333333,0.348131746,0.565904762,0.534666667
-2.0cd8-1.0cd4-5.0cd11b_gr1,0.5742,0.318666667,0.389765079,0.407738095,0.750666667,0.516055556,0.486285714,0.534666667
-1.0cd8-0.5cd4-2.5cd11b_gr1,0.5742,0.318666667,0.389765079,0.407738095,0.750666667,0.516055556,0.486285714,0.534666667
-1.5cd8-3.5cd4-6.0cd11b_gr1,0.5667,0.292833333,0.365944444,0.413595238,0.776333333,0.526663492,0.480809524,0.534583333
-1.0cd8-2.5cd4-4.5cd11b_gr1,0.5667,0.292833333,0.365944444,0.413595238,0.776333333,0.526663492,0.480809524,0.534583333
-1.0cd8+2.5cd4-4.5cd11b_gr1,0.58282381,0.591833333,0.552519336,0.405061905,0.477333333,0.391933333,0.547380952,0.534583333
-1.0cd8+3.0cd4-5.5cd11b_gr1,0.58282381,0.591833333,0.552519336,0.405061905,0.477333333,0.391933333,0.547380952,0.534583333
-5.5cd8-6.0cd4-4.0cd11b_gr1,0.472366667,0.148166667,0.218063492,0.395971429,0.921,0.548985714,0.445761905,0.534583333
-4.5cd8+1.5cd4+1.0cd11b_gr1,0.610847619,0.660833333,0.596603752,0.422933333,0.408333333,0.369763492,0.56447619,0.534583333
+2.5cd8-2.0cd4-4.0cd11b_gr1,0.6397,0.4015,0.461088889,0.405980952,0.667333333,0.486960317,0.504190476,0.534416667
+3.0cd8-2.5cd4-5.0cd11b_gr1,0.6397,0.4015,0.461088889,0.405980952,0.667333333,0.486960317,0.504190476,0.534416667
+1.5cd8-3.0cd4+5.5cd11b_gr1,0.582757143,0.594333333,0.553436797,0.397328571,0.474333333,0.387028571,0.548047619,0.534333333
+1.0cd8+3.0cd4+5.5cd11b_gr1,0.566033333,0.289,0.362287302,0.413461905,0.779666667,0.527520635,0.48,0.534333333
-1.0cd8+4.0cd4-3.0cd11b_gr1,0.607947619,0.6625,0.59922684,0.363004762,0.405666667,0.345198413,0.565619048,0.534083333
-0.5cd8+2.0cd4-1.5cd11b_gr1,0.607947619,0.6625,0.59922684,0.363004762,0.405666667,0.345198413,0.565619048,0.534083333
+1.0cd8-6.0cd4+4.5cd11b_gr1,0.606947619,0.6765,0.60726811,0.364804762,0.391666667,0.338936508,0.56847619,0.534083333
+1.0cd8-2.5cd4-5.0cd11b_gr1,0.609366667,0.404166667,0.457449206,0.421042857,0.664,0.494788889,0.505809524,0.534083333
+1.0cd8-5.5cd4+4.0cd11b_gr1,0.606642857,0.6545,0.594921356,0.363204762,0.413333333,0.349069841,0.564428571,0.533916667
-5.0cd8+3.5cd4+4.5cd11b_gr1,0.639504762,0.3575,0.428621356,0.386761905,0.710333333,0.490293651,0.493285714,0.533916667
-1.5cd8-3.0cd4-5.0cd11b_gr1,0.5618,0.286833333,0.359973016,0.413428571,0.781,0.527911111,0.478857143,0.533916667
+5.0cd8-3.5cd4-4.5cd11b_gr1,0.63952381,0.3575,0.428597114,0.386761905,0.710333333,0.490293651,0.493190476,0.533916667
-0.5cd8+1.0cd4-3.5cd11b_gr1,0.62997619,0.394666667,0.452019625,0.386852381,0.673,0.474057143,0.502095238,0.533833333
+0.5cd8-1.0cd4+3.5cd11b_gr1,0.62997619,0.394666667,0.452019625,0.386852381,0.673,0.474057143,0.502095238,0.533833333
-0.5cd8-5.0cd4+3.5cd11b_gr1,0.624157143,0.650333333,0.599148773,0.361604762,0.417,0.352295238,0.561952381,0.533666667
+1.5cd8-2.5cd4-6.0cd11b_gr1,0.617166667,0.453666667,0.493769841,0.423142857,0.613666667,0.476838095,0.516047619,0.533666667
+0.5cd8+3.5cd4-5.0cd11b_gr1,0.600533333,0.718666667,0.63285974,0.359790476,0.348666667,0.32232381,0.578714286,0.533666667
+0.5cd8+4.0cd4-5.5cd11b_gr1,0.600533333,0.718666667,0.63285974,0.359790476,0.348666667,0.32232381,0.578714286,0.533666667
